animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A195704	DOG	F	PIT BULL	2009-09-08 00:00:00	MIX	7	K18-050874	STRAY	HEALTHY	2018-03-08 00:00:00		NORMAL			RTO	HEALTHY	2018-03-10 00:00:00	2018-03-17 00:00:00	NORMAL	3103.0												2018-03-08 00:00:00	2.0					9.0	-7.0
A195707	DOG	S	YORKSHIRE TERR	2016-03-13 00:00:00		47	K18-050875	STRAY	MANAGEAB	2018-03-08 00:00:00	2018-03-15 00:00:00	DMTM 9	4.0	4.25	ADOPTION	MANAGEABLE	2018-03-17 00:00:00	2018-03-13 00:00:00	DMTM 9	725.0					RECEIVING	2018-03-08 11:28:00	40	2018-03-15 11:33:00				2018-03-08 00:00:00	9.0	0.47778	7.00347	732.0	0.25	5.0	4.0
A195709	DOG	F	CHIHUAHUA SH	2015-06-21 00:00:00		24	K18-050876	PRO CUST	HEALTHY	2018-03-08 00:00:00		NORMAL			RTO	HEALTHY	2018-03-09 00:00:00	2018-03-17 00:00:00	NORMAL	991.0					RECEIVING	2018-03-08 11:52:00	RECEIVING	2018-03-08 11:59:00				2018-03-08 00:00:00	1.0	0.49444	0.00486			9.0	-8.0
A195706	DOG	F	LABRADOR RETR	2017-03-08 00:00:00	GERM SHEPHERD	VET	K18-050878	STRAY	REHAB	2018-03-08 00:00:00		DMTR 10			RTO	REHAB	2018-03-08 00:00:00	2018-03-13 00:00:00	DMTR 10	365.0												2018-03-08 00:00:00	0.0					5.0	-5.0
A195712	DOG	F	BICHON FRISE	2011-03-09 00:00:00		8	K18-050879	STRAY	HEALTHY	2018-03-08 00:00:00		NORMAL	20.0		RTO	HEALTHY	2018-03-09 00:00:00	2018-03-17 00:00:00	NORMAL	2556.0					RECEIVING	2018-03-08 12:50:00	RECEIVING	2018-03-08 12:50:00				2018-03-08 00:00:00	1.0	0.53472	0.0			9.0	-8.0
A195714	DOG	N	PAPILLON			VET	K18-050880	STRAY	HEALTHY	2018-03-08 00:00:00		NORMAL			RTO	HEALTHY	2018-03-08 00:00:00	2018-03-17 00:00:00	NORMAL						RECEIVING	2018-03-08 13:46:00	RECEIVING	2018-03-08 13:46:00				2018-03-08 00:00:00	0.0	0.57361	0.0			9.0	-9.0
A195719	CAT	M	DOMESTIC SH		MANX	C40	K18-050881	STRAY	UNHEALTH	2018-03-08 00:00:00		CBUU 1	8.31		EUTH	UNHEALTHY	2018-03-14 00:00:00	2018-03-13 00:00:00	CBUU 1						STRAY CAT	2018-03-08 15:56:00	STRAY CAT	2018-03-08 15:58:00			UNHEALTHY	2018-03-08 00:00:00	6.0	0.66389	0.00139			5.0	1.0
A195720	DOG	F	POMERANIAN			14	K18-050882	PRO CUST	HEALTHY	2018-03-08 00:00:00		NORMAL	6.2		RTO	HEALTHY	2018-03-09 00:00:00	2018-03-17 00:00:00	NORMAL													2018-03-08 00:00:00	1.0					9.0	-8.0
A129685	CAT	S	DOMESTIC MH	2012-10-25 00:00:00		C07	K18-050884	RETURN>1Y	REHAB	2018-03-09 00:00:00	2014-10-29 00:00:00	CMTR 1	12.13		ADOPTION	REHAB	2018-03-19 00:00:00	2018-03-09 10:43:00	CMTR 1	1961.0					RECEIVING	2018-03-09 10:45:00	C30	2018-03-13 17:04:00				2018-03-09 00:00:00	10.0	0.44792	4.26319	734.0		0.44653	9.55347
A144235	DOG	N	PIT BULL	2015-05-11 00:00:00		Q55	K18-050885	QUARANTINE	UNHEALTH	2018-03-09 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-14 00:00:00	2018-03-15 00:00:00	DBUU 2	1033.0												2018-03-09 00:00:00	5.0					6.0	-1.0
A191570	CAT	S	DOMESTIC MH	2012-02-02 00:00:00		C14	K18-050887	RETURN <30	REHAB	2018-03-09 00:00:00		CMTR 1	8.75		ADOPTION	REHAB	2018-03-12 00:00:00	2018-03-09 13:07:00	CMTR 1	2227.0					RECEIVING	2018-03-09 13:08:00	C51	2018-03-09 16:02:00		P097144		2018-03-09 00:00:00	3.0	0.54722	0.12083			0.54653	2.45347
A140723	DOG	S	CHIHUAHUA SH	2015-03-20 00:00:00	MIX	38	K18-050888	OWNER SUR	UNHEALTH	2018-03-09 00:00:00		DBUU 2	7.8		RESCUE OTH	UNHEALTHY	2018-03-16 00:00:00	2018-03-09 15:24:00	DBUU 2	1085.0					6	2018-03-09 15:25:00	6	2018-03-13 14:00:00				2018-03-09 00:00:00	7.0	0.64236	3.94097			0.64167	6.35833
A195749	KITTEN	N	DOMESTIC MH	2018-01-20 00:00:00		C46	K18-050889	STRAY	HEALTHY	2018-03-09 00:00:00	2018-03-16 00:00:00	CMH	1.69	2.0	ADOPTION	HEALTHY	2018-03-17 00:00:00	2018-03-14 00:00:00	CMH	48.0					C49	2018-03-09 16:26:00	SURG HOLD	2018-03-16 11:14:00				2018-03-09 00:00:00	8.0	0.68472	6.78333	55.0	0.31	5.0	3.0
A005707	DOG	F	JACK RUSSELL	2005-12-12 00:00:00		RECEIVING	K18-050890	STRAY	HEALTHY	2018-03-09 00:00:00		NORMAL			RTO	HEALTHY	2018-03-09 00:00:00	2018-03-19 07:00:00	NORMAL	4470.0												2018-03-09 00:00:00	0.0					10.29167	-10.29167
A195750	CAT	M	SIAMESE		MIX	C57	K18-050891	STRAY	UNHEALTH	2018-03-09 00:00:00		CBUU 1	8.13		EUTH	UNHEALTHY	2018-03-21 00:00:00	2018-03-14 00:00:00	CBUU 1						RECEIVING	2018-03-09 17:00:00	RECEIVING	2018-03-09 17:02:00			UNHEALTHY	2018-03-09 00:00:00	12.0	0.70833	0.00139			5.0	7.0
A161340	DOG	N	BEAGLE	2006-03-10 00:00:00		2	K18-050893	PRO CUST	HEALTHY	2018-03-10 00:00:00		NORMAL	39.6		RTO	HEALTHY	2018-03-31 00:00:00	2018-03-30 00:00:00	NORMAL	4383.0					RECEIVING	2018-03-10 12:31:00	RECEIVING	2018-03-10 13:28:00				2018-03-10 00:00:00	21.0	0.52153	0.03958			20.0	1.0
A161341	DOG	S	BOSTON TERRIER	2004-07-31 00:00:00		24	K18-050894	PRO CUST	UNHEALTH	2018-03-10 00:00:00		DMUU 5	21.8	22.5	RTO	UNHEALTHY	2018-03-31 00:00:00	2018-03-30 00:00:00	DMUU 5	4970.0					RECEIVING	2018-03-10 12:34:00	3	2018-03-16 11:11:00				2018-03-10 00:00:00	21.0	0.52361	5.94236		0.7	20.0	1.0
A195769	CAT	S	DOMESTIC SH	2017-05-15 00:00:00		C14	K18-050895	STRAY	HEALTHY	2018-03-10 00:00:00	2018-03-16 00:00:00	CMH	5.63		ADOPTION	HEALTHY	2018-03-17 00:00:00	2018-03-15 00:00:00	CMH	299.0					RECEIVING	2018-03-10 13:01:00	SURG HOLD	2018-03-16 14:16:00				2018-03-10 00:00:00	7.0	0.54236	6.05208	305.0		5.0	2.0
A189619	DOG	F	GERM SHEPHERD	2017-06-09 00:00:00		1	K18-050896	STRAY	HEALTHY	2018-03-10 00:00:00		NORMAL	84.2		RTO	HEALTHY	2018-03-10 00:00:00	2018-03-20 00:00:00	NORMAL	274.0					STRAY DOGS	2018-03-10 13:40:00	STRAY DOGS	2018-03-10 13:51:00				2018-03-10 00:00:00	0.0	0.56944	0.00764			10.0	-10.0
A189618	DOG	M	TERRIER	2017-01-09 00:00:00	MIX	24	K18-050897	STRAY	HEALTHY	2018-03-10 00:00:00		NORMAL	10.6		RTO	HEALTHY	2018-03-10 00:00:00	2018-03-20 00:00:00	NORMAL	425.0					STRAY DOGS	2018-03-10 13:43:00	STRAY DOGS	2018-03-10 13:46:00				2018-03-10 00:00:00	0.0	0.57153	0.00208			10.0	-10.0
A195777	CAT	N	DOMESTIC SH	2016-03-15 00:00:00		C12	K18-050898	STRAY	REHAB	2018-03-10 00:00:00	2018-03-16 00:00:00	CBTR 1	9.88		ADOPTION	REHAB	2018-03-17 00:00:00	2018-03-15 00:00:00	CBTR 1	725.0					RECEIVING	2018-03-10 16:30:00	SURG HOLD	2018-03-16 11:12:00				2018-03-10 00:00:00	7.0	0.6875	5.77917	731.0		5.0	2.0
A195778	CAT	S	DOMESTIC SH	2017-05-15 00:00:00		C17	K18-050899	STRAY	REHAB	2018-03-10 00:00:00	2018-03-16 00:00:00	CBTR 1	8.13		ADOPTION	REHAB	2018-03-23 00:00:00	2018-03-15 00:00:00	CBTR 1	299.0					RECEIVING	2018-03-10 16:30:00	SURG HOLD	2018-03-16 14:15:00				2018-03-10 00:00:00	13.0	0.6875	5.90625	305.0		5.0	8.0
A195779	DOG	F	POODLE MIN	2013-03-17 00:00:00		33	K18-050900	STRAY	REHAB	2018-03-10 00:00:00		DMTR 1	12.6	12.0	TRANS OHS	REHAB	2018-03-21 00:00:00	2018-03-15 00:00:00	DMTR 1	1819.0					RECEIVING	2018-03-10 16:43:00	18	2018-03-17 12:40:00				2018-03-10 00:00:00	11.0	0.69653	6.83125		-0.6	5.0	6.0
A140078	DOG	M	GERM SHEPHERD	2015-05-01 00:00:00	ALASKAN HUSKY	22	K18-050901	STRAY	HEALTHY	2018-03-11 00:00:00		NORMAL	72.0		RTO	HEALTHY	2018-03-12 00:00:00	2018-03-20 00:00:00	NORMAL	1045.0					STRAY DOGS	2018-03-11 07:07:00	STRAY DOGS	2018-03-11 07:07:00				2018-03-11 00:00:00	1.0	0.29653	0.0			9.0	-8.0
A140079	DOG	M	GERM SHEPHERD	2015-05-01 00:00:00	ALASKAN HUSKY	1	K18-050902	STRAY	HEALTHY	2018-03-11 00:00:00		NORMAL	61.2		RTO	HEALTHY	2018-03-12 00:00:00	2018-03-20 00:00:00	NORMAL	1045.0					STRAY DOGS	2018-03-11 07:19:00	STRAY DOGS	2018-03-11 07:19:00				2018-03-11 00:00:00	1.0	0.30486	0.0			9.0	-8.0
A183510	DOG	F	LABRADOR RETR	2017-03-27 00:00:00	MIX	8	K18-050906	STRAY	HEALTHY	2018-03-12 00:00:00		NORMAL	52.8		RTO	HEALTHY	2018-03-13 00:00:00	2018-03-16 00:00:00	NORMAL	350.0												2018-03-12 00:00:00	1.0					4.0	-3.0
A195795	DOG	F	PARSON RUSS TER	2005-03-12 00:00:00		16	K18-050907	STRAY	HEALTHY	2018-03-12 00:00:00		NORMAL	25.0		RTO	HEALTHY	2018-03-12 00:00:00	2018-03-21 00:00:00	NORMAL	4748.0					RECEIVING	2018-03-12 12:15:00	RECEIVING	2018-03-12 12:15:00				2018-03-12 00:00:00	0.0	0.51042	0.0			9.0	-9.0
A195796	DOG	N	AM PIT BULL TER	2017-05-12 00:00:00	MIX	7	K18-050908	STRAY	HEALTHY	2018-03-12 00:00:00		NORMAL	60.8		RTO	HEALTHY	2018-03-12 00:00:00	2018-03-21 00:00:00	NORMAL	304.0												2018-03-12 00:00:00	0.0					9.0	-9.0
A195798	CAT	N	DOMESTIC SH	2016-03-21 00:00:00		C07	K18-050909	STRAY	REHAB	2018-03-12 00:00:00		CBTR 1	10.06		ADOPTION	REHAB	2018-03-21 00:00:00	2018-03-16 00:00:00	CBTR 1	721.0					RECEIVING	2018-03-12 15:26:00	C59	2018-03-21 11:58:00				2018-03-12 00:00:00	9.0	0.64306	8.85556			4.0	5.0
A192738	DOG	N	CHIHUAHUA SH	2010-02-24 00:00:00		25	K18-050911	FOSTER-VO	MANAGEAB	2018-03-13 00:00:00	2018-03-01 00:00:00	DMTM 9			FOSTER-VO	MANAGEABLE	2018-03-18 00:00:00	2018-03-13 09:59:00	DMTM 9	2939.0												2018-03-13 00:00:00	5.0			2927.0		0.41597	4.58403
A111204	DOG	M	AMER BULLDOG	2010-07-12 00:00:00		24	K18-050913	STRAY	HEALTHY	2018-03-13 00:00:00		NORMAL			RTO	HEALTHY	2018-03-13 00:00:00	2018-03-22 00:00:00	NORMAL	2801.0												2018-03-13 00:00:00	0.0					9.0	-9.0
A195865	DOG	F	ALASK MALAMUTE	2015-08-15 00:00:00		1	K18-050914	STRAY	HEALTHY	2018-03-13 00:00:00		NORMAL	103.8		RTO	HEALTHY	2018-03-14 00:00:00	2018-03-17 00:00:00	NORMAL	941.0					RECEIVING	2018-03-13 16:38:00	RECEIVING	2018-03-13 16:39:00				2018-03-13 00:00:00	1.0	0.69306	0.00069			4.0	-3.0
A195685	DOG	F	SIBERIAN HUSKY	2017-03-08 00:00:00		22	K18-050915	STRAY	UNHEALTH	2018-03-13 00:00:00		DBUU 6	47.0		EUTH	UNHEALTHY	2018-03-22 00:00:00	2018-03-22 00:00:00	DBUU 6	370.0											UNHEALTHY	2018-03-13 00:00:00	9.0					9.0	0.0
A188039	CAT	N	SIAMESE	2012-11-25 00:00:00	MIX	ADOPT CAT	K18-050917	FOSTER-VO	UNHEALTH	2018-03-14 00:00:00		CMUU 5			ADOPTION	UNHEALTHY	2018-03-14 00:00:00	2018-03-14 10:58:00	CMUU 5	1935.0												2018-03-14 00:00:00	0.0					0.45694	-0.45694
A195881	DOG	M	CHIHUAHUA SH	2008-03-15 00:00:00	DACHSHUND	4	K18-050918	STRAY	HEALTHY	2018-03-14 00:00:00		NORMAL	10.0		RTO	HEALTHY	2018-03-15 00:00:00	2018-03-18 00:00:00	NORMAL	3651.0												2018-03-14 00:00:00	1.0					4.0	-3.0
A181720	DOG	N	ALASKAN HUSKY	2017-02-07 00:00:00	MIX	Q54	K18-050919	QUARANTINE	UNHEALTH	2018-03-14 00:00:00		DBUU 2			OWN/R EUTH	UNHEALTHY	2018-03-20 00:00:00	2018-03-17 00:00:00	DBUU 2	400.0					Q DOGS	2018-03-14 12:48:00	Q DOGS	2018-03-14 13:21:00				2018-03-14 00:00:00	6.0	0.53333	0.02292			3.0	3.0
A090879	CAT	S	DOMESTIC SH	2010-08-17 00:00:00		C12	K18-050920	RETURN>1Y	REHAB	2018-03-14 00:00:00	2012-02-17 00:00:00	CBTR 5			ADOPTION	REHAB	2018-03-24 00:00:00	2018-03-14 13:05:00	CBTR 5	2766.0					RECEIVING	2018-03-14 13:06:00	C34	2018-03-20 09:32:00				2018-03-14 00:00:00	10.0	0.54583	5.85139	549.0		0.54514	9.45486
A124187	DOG	M	PIT BULL	2013-07-03 00:00:00		RECEIVING	K18-050921	STRAY	HEALTHY	2018-03-14 00:00:00		NORMAL			RTO	HEALTHY	2018-03-14 00:00:00	2018-03-14 13:26:00	NORMAL	1715.0												2018-03-14 00:00:00	0.0					0.55972	-0.55972
A195882	CAT	N	DOMESTIC LH	2015-11-25 00:00:00		C35	K18-050922	STRAY	HEALTHY	2018-03-14 00:00:00		CMH	17.63		ADOPTION	HEALTHY	2018-03-27 00:00:00	2018-03-23 00:00:00	CMH	840.0					STRAY CAT	2018-03-14 14:02:00	C07	2018-03-27 16:18:00		P159177		2018-03-14 00:00:00	13.0	0.58472	13.09444			9.0	4.0
A195885	DOG	N	CHINESE SHARPEI	2011-03-21 00:00:00	PIT BULL	26	K18-050923	STRAY	REHAB	2018-03-14 00:00:00	2018-03-27 00:00:00	DMTR 1	55.9		ADOPTION	REHAB	2018-04-20 00:00:00	2018-03-19 00:00:00	DMTR 1	2550.0					RECEIVING	2018-03-14 16:42:00	34	2018-04-12 14:32:00				2018-03-14 00:00:00	37.0	0.69583	28.90972	2563.0		5.0	32.0
A195887	DOG	F	CHIHUAHUA SH		MIX	19	K18-050924	STRAY	UNHEALTH	2018-03-14 00:00:00		DBUU 2	12.8		EUTH	UNHEALTHY	2018-03-20 00:00:00	2018-03-18 00:00:00	DBUU 2						STRAY DOGS	2018-03-14 17:32:00	20	2018-03-14 17:33:00			UNHEALTHY	2018-03-14 00:00:00	6.0	0.73056	0.00069			4.0	2.0
A195930	CAT	M	SIAMESE		MIX	RECEIVING	K18-050927	STRAY	UNHEALTH	2018-03-15 00:00:00		CMUU 5			EUTH	UNHEALTHY	2018-03-15 00:00:00	2018-03-20 00:00:00	CMUU 5												UNHEALTHY	2018-03-15 00:00:00	0.0					5.0	-5.0
A195934	CAT	N	DOMESTIC SH			C53	K18-050929	STRAY	REHAB	2018-03-15 00:00:00		CBTR 1	9.69		RTO	REHAB	2018-03-16 00:00:00	2018-03-20 00:00:00	CBTR 1						STRAY CAT	2018-03-15 14:02:00	STRAY CAT	2018-03-15 14:06:00				2018-03-15 00:00:00	1.0	0.58472	0.00278			5.0	-4.0
A195940	CAT	S	DOMESTIC SH	2015-03-21 00:00:00		C14	K18-050930	STRAY	MANAGEAB	2018-03-15 00:00:00		CBTM 4	7.94		ADOPTION	MANAGEABLE	2018-04-04 00:00:00	2018-03-20 00:00:00	CBTM 4	1090.0					STRAY CAT	2018-03-15 16:12:00	C40	2018-03-21 11:54:00				2018-03-15 00:00:00	20.0	0.675	5.82083			5.0	15.0
A195939	DOG	S	DACHSHUND	2013-03-21 00:00:00		27	K18-050931	STRAY	REHAB	2018-03-15 00:00:00	2018-03-27 00:00:00	DMTR 1	18.8		ADOPTION	REHAB	2018-03-28 00:00:00	2018-03-20 00:00:00	DMTR 1	1820.0					RECEIVING	2018-03-15 16:13:00	35	2018-03-27 11:58:00				2018-03-15 00:00:00	13.0	0.67569	11.82292	1832.0		5.0	8.0
A195949	DOG	M	PIT BULL	2017-05-16 00:00:00	MIX	1	K18-050932	STRAY	HEALTHY	2018-03-16 00:00:00		NORMAL	67.8		RTO	HEALTHY	2018-03-16 00:00:00	2018-03-21 00:00:00	NORMAL	304.0												2018-03-16 00:00:00	0.0					5.0	-5.0
A195951	CAT	M	DOMESTIC LH			FREEZER	K18-050933	STRAY	HEALTHY	2018-03-16 00:00:00		NORMAL			DIED	DISPOSAL	2018-03-21 00:00:00	2018-03-21 00:00:00	DECEASED													2018-03-16 00:00:00	5.0					5.0	0.0
A184627	DOG	F	SHIH TZU	2017-03-16 00:00:00		Q51	K18-050935	QUARANTINE	UNHEALTH	2018-03-16 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-23 00:00:00	2018-03-23 00:00:00	DBUU 2	365.0					Q DOGS	2018-03-16 10:28:00	Q DOGS	2018-03-16 10:28:00				2018-03-16 00:00:00	7.0	0.43611	0.0			7.0	0.0
A375356	CAT	S	DOMESTIC SH	2004-12-31 00:00:00		RECEIVING	K18-050936	RETURN>1Y	UNHEALTH	2018-03-16 00:00:00		CMUU 2			OWN/R EUTH	UNHEALTHY	2018-03-16 00:00:00	2018-03-16 10:58:00	CMUU 2	4823.0												2018-03-16 00:00:00	0.0					0.45694	-0.45694
A195956	DOG	M	MIN PINSCHER		MIX	Q50	K18-050937	STRAY	REHAB	2018-03-16 00:00:00		DBTR 8	10.6		TRANS OHS	REHAB	2018-03-21 00:00:00	2018-03-21 00:00:00	DBTR 8													2018-03-16 00:00:00	5.0					5.0	0.0
A195934	CAT	N	DOMESTIC SH			C53	K18-050939	OWNER SUR	UNHEALTH	2018-03-16 00:00:00		CMUU 5			OWN/R EUTH	UNHEALTHY	2018-03-21 00:00:00	2018-03-16 14:02:00	CMUU 5													2018-03-16 00:00:00	5.0					0.58472	4.41528
A195965	DOG	N	CHIHUAHUA SH			6	K18-050941	STRAY	HEALTHY	2018-03-16 00:00:00		NORMAL			RTO	HEALTHY	2018-03-16 00:00:00	2018-03-21 00:00:00	NORMAL						RECEIVING	2018-03-16 15:39:00	RECEIVING	2018-03-16 15:39:00				2018-03-16 00:00:00	0.0	0.65208	0.0			5.0	-5.0
A162651	DOG	N	BOSTON TERRIER	2014-12-05 00:00:00		Q55	K18-050942	QUARANTINE	UNHEALTH	2018-03-16 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-20 00:00:00	2018-03-21 00:00:00	DBUU 2	1197.0												2018-03-16 00:00:00	4.0					5.0	-1.0
A196735	CAT	S	DOMESTIC SH	2011-03-22 00:00:00		C07	K18-050943	STRAY	REHAB	2018-03-17 00:00:00		CMTR 1	7.38		ADOPTION	REHAB	2018-03-24 00:00:00	2018-03-22 00:00:00	CMTR 1	2552.0					RECEIVING	2018-03-17 12:04:00	C32	2018-03-22 09:28:00				2018-03-17 00:00:00	7.0	0.50278	4.89167			5.0	2.0
A108296	DOG	M	CHIHUAHUA SH	2012-08-24 00:00:00		21	K18-050945	STRAY	HEALTHY	2018-03-17 00:00:00		NORMAL			RTO	HEALTHY	2018-03-19 00:00:00	2018-03-22 00:00:00	NORMAL	2031.0												2018-03-17 00:00:00	2.0					5.0	-3.0
A185737	DOG	N	AUST SHEPHERD			4	K18-050947	STRAY	HEALTHY	2018-03-17 00:00:00		NORMAL			RTO	HEALTHY	2018-03-17 00:00:00	2018-03-27 00:00:00	NORMAL						RECEIVING	2018-03-17 14:16:00	RECEIVING	2018-03-17 14:17:00				2018-03-17 00:00:00	0.0	0.59444	0.00069			10.0	-10.0
A196743	CAT	U	DOMESTIC SH			C36	K18-050949	STRAY	UNHEALTH	2018-03-17 00:00:00		CBUU 2			EUTH	UNHEALTHY	2018-03-22 00:00:00	2018-03-22 00:00:00	CBUU 2						RECEIVING	2018-03-17 16:04:00	RECEIVING	2018-03-17 16:05:00			UNHEALTHY	2018-03-17 00:00:00	5.0	0.66944	0.00069			5.0	0.0
A196745	CAT	S	SIAMESE	2003-03-17 00:00:00		C31	K18-050950	STRAY	HEALTHY	2018-03-17 00:00:00		NORMAL	6.75		RTO	HEALTHY	2018-03-19 00:00:00	2018-03-22 00:00:00	NORMAL	5479.0					RECEIVING	2018-03-17 16:09:00	RECEIVING	2018-03-17 16:13:00				2018-03-17 00:00:00	2.0	0.67292	0.00278			5.0	-3.0
A196746	CAT	M	DOMESTIC SH			C30	K18-050951	STRAY	UNHEALTH	2018-03-17 00:00:00		CBUU 2	11.63		EUTH	UNHEALTHY	2018-03-22 00:00:00	2018-03-22 00:00:00	CBUU 2						RECEIVING	2018-03-17 16:54:00	C33	2018-03-17 17:15:00			UNHEALTHY	2018-03-17 00:00:00	5.0	0.70417	0.01458			5.0	0.0
A196757	DOG	N	AUST CATTLE DOG	2015-03-19 00:00:00	MIX	4	K18-050954	STRAY	HEALTHY	2018-03-19 00:00:00		NORMAL	37.2		RTO	HEALTHY	2018-03-19 00:00:00	2018-03-28 00:00:00	NORMAL	1096.0												2018-03-19 00:00:00	0.0					9.0	-9.0
A192738	DOG	N	CHIHUAHUA SH	2010-02-24 00:00:00		25	K18-050955	FOSTER-VO	MANAGEAB	2018-03-19 00:00:00	2018-03-01 00:00:00	DMTM 9			ADOPTION	MANAGEABLE	2018-03-19 00:00:00	2018-03-19 10:07:00	DMTM 9	2945.0												2018-03-19 00:00:00	0.0			2927.0		0.42153	-0.42153
A190109	DOG	M	SIBERIAN HUSKY	2017-01-31 00:00:00		1	K18-050956	STRAY	HEALTHY	2018-03-19 00:00:00		NORMAL	53.9		RTO	HEALTHY	2018-03-19 00:00:00	2018-03-28 00:00:00	NORMAL	412.0												2018-03-19 00:00:00	0.0					9.0	-9.0
A196764	DOG	M	CHIHUAHUA SH	2015-03-20 00:00:00		20	K18-050959	STRAY	HEALTHY	2018-03-19 00:00:00		NORMAL			RTO	HEALTHY	2018-03-20 00:00:00	2018-03-28 00:00:00	NORMAL	1095.0												2018-03-19 00:00:00	1.0					9.0	-8.0
A196772	DOG	M	GERM SHEPHERD			16	K18-050962	PRO CUST	HEALTHY	2018-03-19 00:00:00		NORMAL	90.0		RTO	HEALTHY	2018-03-20 00:00:00	2018-03-28 07:00:00	NORMAL						RECEIVING	2018-03-19 14:43:00	3	2018-03-19 15:23:00				2018-03-19 00:00:00	1.0	0.61319	0.02778			9.29167	-8.29167
A192251	DOG	M	PARSON RUSS TER	2017-06-19 00:00:00		6	K18-050963	STRAY	HEALTHY	2018-03-19 00:00:00		NORMAL			RTO	HEALTHY	2018-03-19 00:00:00	2018-03-23 00:00:00	NORMAL	273.0												2018-03-19 00:00:00	0.0					4.0	-4.0
A192252	DOG	M	MALTESE	2017-06-19 00:00:00		6	K18-050964	STRAY	HEALTHY	2018-03-19 00:00:00		NORMAL	8.6		RTO	HEALTHY	2018-03-19 00:00:00	2018-03-23 00:00:00	NORMAL	273.0												2018-03-19 00:00:00	0.0					4.0	-4.0
A196804	DOG	S	GERM SHEPHERD	2016-01-16 00:00:00		18	K18-050966	STRAY	HEALTHY	2018-03-20 00:00:00		NORMAL	68.8		RTO	HEALTHY	2018-03-20 00:00:00	2018-03-29 00:00:00	NORMAL	794.0												2018-03-20 00:00:00	0.0					9.0	-9.0
A196823	CAT	N	DOMESTIC SH	2017-03-27 00:00:00		C12	K18-050971	STRAY	REHAB	2018-03-20 00:00:00	2018-03-27 00:00:00	CBTR 1	6.88	7.5	ADOPTION	REHAB	2018-04-02 00:00:00	2018-03-24 07:00:00	CBTR 1	358.0					RECEIVING	2018-03-20 15:26:00	SURG HOLD	2018-03-27 11:56:00				2018-03-20 00:00:00	13.0	0.64306	6.85417	365.0	0.62	4.29167	8.70833
A196829	OTHER	S	RABBIT SH	2017-05-27 00:00:00		SMALL ANIM	K18-050973	STRAY	HEALTHY	2018-03-20 00:00:00	2018-03-27 00:00:00	NORMAL	3.75	3.44	ADOPTION	HEALTHY	2018-04-03 00:00:00	2018-03-24 00:00:00	NORMAL	297.0												2018-03-20 00:00:00	14.0			304.0	-0.31	4.0	10.0
A196844	DOG	N	CHIHUAHUA SH	2012-03-21 00:00:00		3	K18-050977	PRO CUST	HEALTHY	2018-03-21 00:00:00		NORMAL	4.8		RTO	HEALTHY	2018-03-21 00:00:00	2018-03-30 00:00:00	NORMAL	2191.0												2018-03-21 00:00:00	0.0					9.0	-9.0
A196846	DOG	F	CHIHUAHUA SH	2012-03-21 00:00:00		3	K18-050978	PRO CUST	HEALTHY	2018-03-21 00:00:00		NORMAL	5.0		RTO	HEALTHY	2018-03-21 00:00:00	2018-03-30 00:00:00	NORMAL	2191.0												2018-03-21 00:00:00	0.0					9.0	-9.0
A035946	DOG	S	FRENCH BULLDOG	2008-10-28 00:00:00	MIX	21	K18-050979	PRO CUST	HEALTHY	2018-03-21 00:00:00	2008-05-20 00:00:00	DBH	57.0		TRANS OHS	HEALTHY	2018-04-10 00:00:00	2018-04-03 07:00:00	DBH	3431.0					RECEIVING	2018-03-21 12:10:00	RECEIVING	2018-03-21 13:24:00		P132663		2018-03-21 00:00:00	20.0	0.50694	0.05139	-161.0		13.29167	6.70833
A038958	DOG	N	AUST CATTLE DOG	2007-05-08 00:00:00		25	K18-050980	PRO CUST	UNHEALTH	2018-03-21 00:00:00		DMUU 5	62.1		ADOPTION	UNHEALTHY	2018-04-30 00:00:00	2018-04-03 07:00:00	DMUU 5	3970.0					RECEIVING	2018-03-21 12:14:00	31	2018-04-17 14:16:00		P132663		2018-03-21 00:00:00	40.0	0.50972	27.08472			13.29167	26.70833
A192593	DOG	M	SIBERIAN HUSKY	2016-08-16 00:00:00		Q53	K18-050981	STRAY	UNHEALTH	2018-03-21 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-31 00:00:00	2018-04-01 00:00:00	DBUU 2	582.0												2018-03-21 00:00:00	10.0					11.0	-1.0
A196851	CAT	M	DOMESTIC SH			FREEZER	K18-050982	STRAY	UNHEALTH	2018-03-21 00:00:00		CMUU 2			EUTH	UNHEALTHY	2018-03-22 00:00:00	2018-03-25 00:00:00	CMUU 2						VET	2018-03-21 13:36:00	VET	2018-03-22 10:05:00			UNHEALTHY	2018-03-21 00:00:00	1.0	0.56667	0.85347			4.0	-3.0
